Season,Team_Id,Win_rate,Avg_score
2003,1102,0.428571429,57.25
2003,1103,0.481481481,78.77777778
2003,1104,0.607142857,69.28571429
2003,1105,0.269230769,71.76923077
2003,1106,0.464285714,63.60714286
2003,1107,0.25,65.92857143
2003,1108,0.424242424,69.09090909
2003,1110,0.533333333,66.36666667
2003,1111,0.615384615,83.26923077
2003,1112,0.892857143,85.21428571
2003,1113,0.620689655,75.96551724
2003,1114,0.571428571,70.03571429
2003,1115,0.142857143,54.5
2003,1116,0.321428571,61.64285714
2003,1117,0.423076923,71.11538462
2003,1119,0.12,53.68
2003,1120,0.633333333,70.1
2003,1122,0.740740741,69.7037037
2003,1123,0.433333333,73.3
2003,1124,0.5,69
2003,1125,0.571428571,72.46428571
2003,1126,0.266666667,64.7
2003,1127,0.518518519,66.55555556
2003,1128,0.653846154,67.84615385
2003,1129,0.428571429,65.89285714
2003,1130,0.620689655,79.65517241
2003,1131,0.666666667,68.1
2003,1132,0.407407407,66.48148148
2003,1133,0.379310345,72.31034483
2003,1135,0.607142857,73.96428571
2003,1137,0.464285714,57.67857143
2003,1138,0.178571429,64.82142857
2003,1139,0.827586207,68.5862069
2003,1140,0.741935484,72.4516129
2003,1141,0.793103448,79.34482759
2003,1142,0.517241379,67.51724138
2003,1143,0.724137931,74.48275862
2003,1144,0.153846154,65.03846154
2003,1145,0.357142857,70.25
2003,1147,0.416666667,72.625
2003,1148,0.535714286,67.53571429
2003,1149,0.461538462,64.69230769
2003,1150,0.448275862,68.44827586
2003,1151,0.678571429,79.82142857
2003,1152,0.1,63.2
2003,1153,0.607142857,67.32142857
2003,1154,0.166666667,63.08333333
2003,1155,0.535714286,68.42857143
2003,1156,0.266666667,65.63333333
2003,1157,0.423076923,67.26923077
2003,1158,0.75862069,73.34482759
2003,1159,0.461538462,65.88461538
2003,1160,0.64516129,75.51612903
2003,1161,0.566666667,74
2003,1162,0.074074074,49.62962963
2003,1163,0.7,80.03333333
2003,1164,0.392857143,58.03571429
2003,1165,0.307692308,59.92307692
2003,1166,0.878787879,79.24242424
2003,1168,0.344827586,62.93103448
2003,1169,0.464285714,69.85714286
2003,1170,0.392857143,65.42857143
2003,1171,0.269230769,59.23076923
2003,1172,0.583333333,76.5
2003,1173,0.827586207,72.79310345
2003,1174,0.517241379,68.62068966
2003,1175,0.555555556,62.22222222
2003,1176,0.53125,70.875
2003,1177,0.571428571,67.03571429
2003,1178,0.586206897,70.96551724
2003,1179,0.285714286,63.75
2003,1180,0.620689655,68.62068966
2003,1181,0.8,81.96666667
2003,1182,0.3,66.7
2003,1183,0.464285714,77.21428571
2003,1184,0.291666667,74.66666667
2003,1185,0.461538462,76.84615385
2003,1186,0.586206897,69.96551724
2003,1187,0.4,63
2003,1189,0.4,62.4
2003,1190,0.62962963,79.7037037
2003,1191,0.428571429,70
2003,1192,0.517241379,72.62068966
2003,1193,0.633333333,70.63333333
2003,1194,0.222222222,69.07407407
2003,1196,0.774193548,75.90322581
2003,1197,0.586206897,71.48275862
2003,1198,0.25,59.89285714
2003,1199,0.482758621,68.06896552
2003,1200,0.071428571,64.64285714
2003,1201,0.714285714,71.64285714
2003,1202,0.392857143,64.53571429
2003,1203,0.413793103,71.37931034
2003,1204,0.5,75.57692308
2003,1205,0.142857143,67.21428571
2003,1206,0.571428571,64.07142857
2003,1207,0.517241379,76.31034483
2003,1208,0.703703704,79.18518519
2003,1209,0.464285714,73.21428571
2003,1210,0.5,74.07142857
2003,1211,0.741935484,77.06451613
2003,1212,0.357142857,71.10714286
2003,1214,0.633333333,71.46666667
2003,1216,0.535714286,64.5
2003,1217,0.423076923,70.61538462
2003,1218,0.620689655,69.82758621
2003,1219,0.259259259,68.51851852
2003,1220,0.275862069,64.10344828
2003,1221,0.862068966,69.34482759
2003,1222,0.285714286,58.25
2003,1224,0.433333333,73.2
2003,1225,0.444444444,61.88888889
2003,1226,0.481481481,70.59259259
2003,1227,0.724137931,75.44827586
2003,1228,0.8,75.43333333
2003,1229,0.275862069,64.5862069
2003,1231,0.625,70.53125
2003,1232,0.225806452,56.41935484
2003,1233,0.586206897,74.96551724
2003,1234,0.535714286,69.53571429
2003,1235,0.535714286,70.39285714
2003,1236,0.310344828,68.17241379
2003,1237,0.59375,71.25
2003,1238,0.357142857,70.42857143
2003,1239,0.428571429,65.57142857
2003,1240,0.655172414,75
2003,1241,0.413793103,66.51724138
2003,1242,0.766666667,81.33333333
2003,1243,0.433333333,69.63333333
2003,1245,0.689655172,76.62068966
2003,1246,0.90625,77.53125
2003,1247,0.413793103,68.31034483
2003,1248,0.407407407,66.11111111
2003,1249,0.461538462,64.80769231
2003,1250,0.538461538,63.84615385
2003,1251,0.482758621,65.51724138
2003,1252,0.25,76.875
2003,1253,0.153846154,62.57692308
2003,1254,0.321428571,75.07142857
2003,1256,0.4,68.08
2003,1257,0.8,81.83333333
2003,1258,0.366666667,70.36666667
2003,1259,0.142857143,59.03571429
2003,1260,0.483870968,74.48387097
2003,1261,0.677419355,73.22580645
2003,1263,0.428571429,70.96428571
2003,1264,0.793103448,76.17241379
2003,1265,0.448275862,71.34482759
2003,1266,0.821428571,78.39285714
2003,1267,0.464285714,71.92857143
2003,1268,0.678571429,80.78571429
2003,1269,0.357142857,61.42857143
2003,1270,0.481481481,68.51851852
2003,1271,0.178571429,62.85714286
2003,1272,0.793103448,74.51724138
2003,1273,0.785714286,78.07142857
2003,1274,0.392857143,69.85714286
2003,1275,0.444444444,58.37037037
2003,1276,0.566666667,69
2003,1277,0.612903226,67.22580645
2003,1278,0.571428571,74.42857143
2003,1279,0.482758621,66.65517241
2003,1280,0.7,70.16666667
2003,1281,0.677419355,71.77419355
2003,1282,0.310344828,67.86206897
2003,1283,0.586206897,66.5862069
2003,1284,0.535714286,66
2003,1285,0.428571429,69.71428571
2003,1286,0.36,63
2003,1287,0.653846154,79.5
2003,1288,0.24137931,68.17241379
2003,1289,0.166666667,60.25
2003,1290,0.518518519,75.96296296
2003,1291,0.407407407,63.51851852
2003,1292,0.5,68.32142857
2003,1293,0.555555556,74.85185185
2003,1296,0.548387097,69.61290323
2003,1298,0.269230769,59.80769231
2003,1299,0.038461538,60.84615385
2003,1301,0.6,72.4
2003,1304,0.379310345,63.4137931
2003,1305,0.566666667,76.3
2003,1306,0.178571429,65.5
2003,1307,0.333333333,69.59259259
2003,1308,0.678571429,73.10714286
2003,1309,0.481481481,69.51851852
2003,1310,0.586206897,74.5862069
2003,1311,0.074074074,53.40740741
2003,1313,0.482758621,62.96551724
2003,1314,0.53125,71.15625
2003,1317,0.192307692,69.03846154
2003,1318,0.482758621,72.17241379
2003,1319,0.5,71.69230769
2003,1320,0.37037037,65.14814815
2003,1321,0.413793103,62.62068966
2003,1322,0.222222222,62.2962963
2003,1323,0.709677419,80.09677419
2003,1324,0.576923077,77.38461538
2003,1325,0.466666667,71.3
2003,1326,0.548387097,64.41935484
2003,1328,0.8,71.16666667
2003,1329,0.689655172,68.72413793
2003,1330,0.444444444,66.62962963
2003,1331,0.62962963,76.18518519
2003,1332,0.71875,82.21875
2003,1333,0.444444444,67.48148148
2003,1334,0.428571429,65.92857143
2003,1335,0.814814815,70.18518519
2003,1336,0.25,63.07142857
2003,1337,0.535714286,78.39285714
2003,1338,0.866666667,74.6
2003,1339,0.37037037,67.62962963
2003,1340,0.16,57.04
