,team2,Season,fgm1,fga1,fgm31,fga31,ftm1,fta1,or1,dr1,ast1,to1,stl1,blk1,pf1,team1,fgm2,fga2,fgm32,fga32,ftm2,fta2,or2,dr2,ast2,to2,stl2,blk2,pf2,number1,win_game1,rate1,win_get_score1,lose_get_score1,lose_lose_score1,win_lose_score1,score1,number2,win_game2,rate2,win_get_score2,lose_get_score2,lose_lose_score2,win_lose_score2,score2,Daynum,result,Seed1,Seed2,different_seed,diff_score,diff_fgm,diff_fga,diff_fgm3,diff_fga3,diff_ftm,diff_fta,diff_or,diff_dr,diff_ast,diff_to,diff_stl,diff_blk,diff_pf
0,1125,2013,27.63333333333333,55.96666666666667,8.3,22.1,13.333333333333336,18.133333333333333,9.366666666666667,22.83333333333333,15.8,13.566666666666665,9.533333333333333,2.7333333333333334,18.2,1112,25.03125,55.65625,7.65625,21.09375,15.5625,20.8125,11.53125,24.71875,13.84375,13.09375,6.9375,3.90625,16.34375,30.0,24.0,0.8,79.375,67.0,61.5,77.16666666666667,76.9,32.0,25.0,0.78125,74.72,68.14285714285714,60.28,75.85714285714286,73.28125,136,1,6,11,-5,3.6187500000000057,2.6020833333333293,0.31041666666666856,0.6437500000000007,1.0062500000000014,-2.2291666666666643,-2.679166666666667,-2.164583333333333,-1.8854166666666714,1.9562500000000007,0.47291666666666465,2.595833333333333,-1.1729166666666666,1.8562499999999993
1,1137,2006,23.0,48.82758620689656,6.0344827586206895,15.586206896551724,14.275862068965518,20.655172413793107,9.310344827586208,22.379310344827584,14.586206896551724,14.482758620689655,8.724137931034482,1.6896551724137931,17.551724137931036,1116,26.516129032258068,57.74193548387096,5.709677419354839,16.806451612903224,15.580645161290322,22.451612903225808,12.193548387096774,22.838709677419356,15.548387096774194,13.387096774193546,8.451612903225808,6.129032258064517,16.93548387096774,29.0,25.0,0.8620689655172413,67.36,59.75,52.36,76.25,66.3103448275862,31.0,22.0,0.7096774193548387,76.36363636363636,69.33333333333333,61.45454545454545,73.8888888888889,74.3225806451613,137,0,8,9,-1,-8.012235817575089,-3.5161290322580676,-8.914349276974399,0.32480533926585053,-1.2202447163515,-1.3047830923248043,-1.796440489432701,-2.883203559510566,-0.45939933259177224,-0.9621802002224698,1.0956618464961085,0.2725250278086744,-4.439377085650724,0.6162402669632954
2,1139,2013,23.939393939393934,53.36363636363637,6.545454545454546,19.060606060606066,14.0,20.33333333333333,11.606060606060606,24.87878787878788,12.87878787878788,13.272727272727273,5.666666666666668,2.303030303030303,18.060606060606066,1137,24.09375,52.90625,4.625,12.84375,14.4375,19.34375,9.03125,27.125,13.4375,9.4375,3.5,4.0625,14.65625,33.0,25.0,0.7575757575757576,72.12,56.875,61.6,69.5,68.42424242424242,32.0,27.0,0.84375,68.14814814814815,62.4,56.03703703703704,66.6,67.25,136,0,11,6,5,1.174242424242422,-0.15435606060606588,0.45738636363636687,1.9204545454545459,6.216856060606066,-0.4375,0.9895833333333286,2.5748106060606055,-2.246212121212121,-0.5587121212121193,3.8352272727272734,2.166666666666668,-1.7594696969696968,3.404356060606066
3,1156,2009,23.03125,54.15625,4.75,15.34375,14.15625,20.09375,11.5625,22.09375,13.4375,12.46875,8.59375,3.28125,18.375,1112,25.65625,54.0625,6.1875,15.65625,14.6875,20.0,11.09375,22.75,14.4375,12.59375,5.96875,3.0625,15.625,32.0,22.0,0.6875,67.68181818181819,59.0,56.59090909090909,67.0,64.96875,32.0,19.0,0.59375,78.47368421052632,63.0,65.94736842105263,72.07692307692308,72.1875,139,1,12,13,-1,-7.21875,-2.625,0.09375,-1.4375,-0.3125,-0.53125,0.09375,0.46875,-0.65625,-1.0,-0.125,2.625,0.21875,2.75
4,1160,2012,22.71875,51.6875,5.5625,16.3125,15.28125,22.25,9.5625,25.25,11.375,12.5625,5.875,3.25,17.09375,1124,26.09090909090909,56.0,6.727272727272728,17.848484848484848,15.363636363636365,20.424242424242426,12.12121212121212,23.90909090909091,14.727272727272727,13.848484848484848,7.636363636363638,4.636363636363637,17.636363636363637,32.0,21.0,0.65625,68.71428571428571,61.63636363636363,58.23809523809525,73.72727272727273,66.28125,33.0,26.0,0.7878787878787878,75.96153846153847,68.0,61.769230769230774,78.28571428571429,74.27272727272727,138,1,3,11,-8,-7.991477272727266,-3.37215909090909,-4.3125,-1.1647727272727284,-1.5359848484848477,-0.08238636363636509,1.8257575757575744,-2.5587121212121193,1.34090909090909,-3.3522727272727266,-1.2859848484848477,-1.7613636363636376,-1.3863636363636367,-0.5426136363636367
5,1163,2003,29.53333333333333,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.7333333333333325,18.4,1140,24.032258064516128,51.25806451612904,6.193548387096773,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.41935483870968,13.419354838709678,13.741935483870966,6.935483870967742,2.5161290322580645,21.41935483870968,30.0,21.0,0.7,85.19047619047619,68.0,68.28571428571429,78.66666666666667,80.03333333333333,31.0,23.0,0.7419354838709677,74.04347826086956,67.875,59.39130434782609,76.0,72.45161290322581,136,0,12,5,7,7.581720430107524,5.501075268817203,10.941935483870964,-0.1268817204301067,-0.4290322580645167,-3.2935483870967754,-2.0612903225806427,3.8956989247311835,3.480645161290319,2.213978494623655,2.0580645161290345,-1.0021505376344084,5.2172043010752684,-3.019354838709681
6,1163,2004,30.12121212121212,62.63636363636363,6.393939393939394,15.969696969696967,12.454545454545455,20.21212121212121,15.303030303030305,29.484848484848484,18.24242424242424,13.787878787878787,6.151515151515151,8.727272727272727,16.060606060606062,1104,24.896551724137932,55.0,7.137931034482759,18.620689655172416,15.275862068965518,21.86206896551724,11.310344827586205,24.0,11.862068965517242,13.275862068965518,6.448275862068965,3.103448275862069,18.344827586206893,33.0,27.0,0.8181818181818182,81.92592592592592,66.33333333333333,61.444444444444436,75.16666666666667,79.0909090909091,29.0,17.0,0.5862068965517241,76.3529411764706,66.33333333333333,62.88235294117647,73.91666666666667,72.20689655172414,145,0,8,2,6,6.884012539184951,5.224660397074189,7.636363636363633,-0.7439916405433653,-2.6509926854754493,-2.8213166144200628,-1.6499477533960274,3.9926854754441,5.484848484848484,6.380355276906997,0.5120167189132694,-0.2967607105538139,5.623824451410657,-2.284221525600831
7,1163,2006,29.066666666666666,62.1,5.3,14.8,17.9,25.5,16.3,28.66666666666667,15.933333333333335,14.2,6.633333333333334,9.333333333333334,15.4,1107,23.193548387096772,51.87096774193547,7.064516129032258,18.516129032258068,15.419354838709678,21.741935483870968,11.0,22.967741935483872,12.612903225806454,14.161290322580646,6.387096774193548,2.5806451612903225,19.096774193548384,30.0,27.0,0.9,81.96296296296295,75.66666666666667,63.481481481481474,83.0,81.33333333333333,31.0,21.0,0.6774193548387096,71.76190476190476,62.8,60.14285714285714,73.0,68.87096774193549,137,0,16,1,15,12.462365591397841,5.873118279569894,10.229032258064528,-1.7645161290322582,-3.716129032258067,2.4806451612903206,3.758064516129032,5.300000000000001,5.6989247311827995,3.3204301075268816,0.03870967741935338,0.2462365591397857,6.752688172043012,-3.696774193548384
8,1163,2009,27.387096774193548,58.25806451612904,4.741935483870968,13.67741935483871,17.806451612903224,26.29032258064516,14.225806451612904,28.516129032258068,15.387096774193546,12.67741935483871,5.806451612903227,8.0,12.903225806451614,1151,24.75,56.28125,8.125,23.25,17.375,26.6875,12.34375,26.125,13.21875,15.40625,5.96875,2.21875,18.0625,31.0,27.0,0.8709677419354839,77.37037037037038,77.0,60.5925925925926,86.75,77.3225806451613,32.0,16.0,0.5,78.875,71.125,68.25,84.6875,75.0,136,0,16,1,15,2.3225806451612954,2.637096774193548,1.9768145161290391,-3.383064516129032,-9.57258064516129,0.4314516129032242,-0.39717741935483986,1.882056451612904,2.3911290322580676,2.1683467741935463,-2.72883064516129,-0.16229838709677313,5.78125,-5.159274193548386
9,1163,2011,26.0,60.05714285714286,5.828571428571428,17.571428571428573,15.571428571428573,20.62857142857143,14.428571428571427,25.142857142857146,13.114285714285714,11.742857142857142,6.628571428571429,5.628571428571429,16.02857142857143,1112,25.411764705882355,54.0,7.9411764705882355,19.88235294117647,17.764705882352942,23.794117647058826,10.411764705882351,24.176470588235286,14.088235294117649,12.852941176470587,5.029411764705882,2.647058823529412,18.61764705882353,35.0,26.0,0.7428571428571429,76.15384615384616,65.44444444444444,63.769230769230774,73.8888888888889,73.4,34.0,27.0,0.7941176470588235,79.03703703703705,66.85714285714286,64.66666666666667,78.28571428571429,76.52941176470588,145,0,5,3,2,-3.1294117647058783,0.588235294117645,6.057142857142857,-2.112605042016807,-2.310924369747898,-2.193277310924369,-3.165546218487396,4.016806722689076,0.9663865546218595,-0.9739495798319346,-1.110084033613445,1.5991596638655468,2.981512605042017,-2.5890756302521005
