,index,score,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf
0,1101,69.11511511511512,23.504254254254256,52.43943943943944,7.233483483483484,18.58758758758759,14.873123123123122,20.654904904904903,8.042042042042041,22.113613613613616,12.78028028028028,13.927177177177178,6.7625125125125125,2.120870870870871,21.81731731731732
1,1102,63.131048518045425,21.678364978674576,47.72679642339085,7.489380588451795,20.495334386975255,12.284937972244474,17.626426205373576,6.998332936413432,20.72049622204421,13.745653727077876,11.989380588451795,6.359414579228821,2.033460347701834,17.35289787611769
2,1103,70.16926885756499,24.467166473665294,56.099418999321166,7.563031585672643,21.562632272491314,13.671904324561755,20.078445074471908,11.44292816355868,22.39512039292417,13.542596733618176,13.05448628359222,6.596703669688136,3.421125663858164,19.32720720360979
3,1104,68.49338044803413,24.12347607436757,54.93791907954892,5.97606484303566,17.80830920451082,14.270363456263334,20.60456987199025,11.671070176775373,24.00692433709235,11.864923041755562,13.21385438890582,6.675041907954892,4.310642715635478,17.85323643706187
4,1105,67.05526094276094,22.894149831649834,56.41111111111111,5.668813131313131,18.113089225589228,15.598148148148148,23.592213804713804,12.148063973063973,24.018055555555556,12.177104377104378,15.23253367003367,7.32962962962963,4.117045454545455,19.79827441077441
5,1106,65.03688127160807,22.822160384518085,55.50852727885994,5.748429462855215,18.0726663293701,13.64413103971667,21.29457584956573,12.630586474407623,23.516285099924108,11.68046420440172,14.814339320347415,6.529829665233156,3.478708154144532,19.459893329960366
6,1107,66.33095852534562,23.24421198156682,53.590921658986176,6.063889400921658,17.30183410138249,13.778645161290324,18.881963133640554,11.111815668202766,23.572230414746542,11.894700460829494,13.61120737327189,5.846589861751152,2.3085622119815667,17.766764976958527
7,1108,66.66035617499033,23.19845141308556,55.24703832752613,5.417770034843206,16.453658536585365,14.845683313975996,22.237940379403796,10.91180797522261,23.249670925280682,10.847812620983353,15.99272164150213,6.739914827719705,3.0936895083236546,20.009717382888113
8,1110,63.123238702091754,22.27621323320248,50.712759098063756,6.497781191329579,17.985463958582237,12.07303104435721,17.31661641159849,9.061453414500008,22.986506988299105,12.89352563008477,13.334992698791982,5.5014792057802815,2.56959852837989,17.658227608048396
9,1111,71.49894413724039,24.852070361823486,56.74688683763661,7.17115861888797,20.32088431227413,14.623644794705449,21.091881830452387,11.601036269430052,24.03978534418949,12.760972264553489,14.740791135106893,6.631776026472766,3.556298166935168,19.06009709583315
10,1112,73.55365526492287,25.970221327967806,57.22909680304046,6.113648558014756,17.22699530516432,15.499564050972502,21.351263134361727,11.611066398390342,24.087938743572547,14.169461211714733,13.115560026827634,6.242678291974067,3.452995752291527,17.358081824279004
11,1113,69.65803571428572,24.046726190476193,54.145535714285714,7.091666666666667,20.126636904761902,14.472916666666666,20.79434523809524,10.248511904761905,23.453273809523807,14.109375,13.116220238095238,5.96875,3.4276785714285714,18.173214285714288
12,1114,66.63391557496361,22.741651070908713,53.48601580370139,5.694655853607818,16.42265543772094,15.455957579538365,22.126180079018507,10.92803077562903,23.067342482844666,11.855198585984613,13.869515491786235,6.0246724890829695,2.9825951341235184,19.78202328966521
13,1115,61.94432048214943,21.904145196908356,53.91807370261318,5.266355355171145,16.52238222304012,12.869674733161576,19.924537633419213,11.03438995215311,23.399797570850204,11.401706845785792,16.13617960986382,7.787092841369157,3.5559325542878173,19.79831845785793
14,1116,72.52353535353535,25.622020202020202,58.58242424242424,6.282929292929293,18.51191919191919,14.996565656565656,21.8410101010101,12.097676767676768,23.115959595959595,13.756363636363638,13.415454545454544,7.634949494949495,4.776565656565657,19.405555555555555
15,1117,69.92918454935622,24.241770386266094,55.507446351931335,6.319077253218884,17.681555793991414,15.126566523605149,21.899592274678113,11.241738197424894,24.177736051502144,12.135203862660944,13.771942060085838,6.130010729613733,2.997596566523605,18.66818669527897
16,1119,65.37321937321937,23.001638176638178,53.39223646723647,7.001210826210826,19.709900284900286,12.368732193732193,17.71168091168091,9.281980056980057,23.618803418803417,13.457051282051282,14.944729344729344,6.238888888888889,2.5114672364672366,19.149002849002848
17,1120,70.29720173945925,24.46911514463982,56.58480809226697,7.027491019096238,20.787237663074308,14.331480431083381,21.60246738513897,11.595263754963131,23.13065796937039,13.180052940064284,14.135375307241445,7.5359897901304596,3.7899413877859707,19.386471922858764
18,1122,70.97974308300395,24.54199604743083,54.64832015810276,6.05395256916996,17.337549407114626,15.841798418972331,23.013735177865613,10.698715415019763,22.621640316205536,13.16482213438735,14.15909090909091,6.9778656126482215,3.4578063241106722,17.95395256916996
19,1123,66.58372961956522,22.830842391304348,53.45686141304348,5.988196331521739,17.308084239130437,14.933848505434783,21.72860054347826,11.076341711956522,23.519191576086957,12.357506793478262,13.658203125,5.865234375,2.5708220108695654,19.190387228260867
20,1124,71.06216216216217,24.797089397089398,56.15420997920998,7.14012474012474,20.043762993762993,14.327858627858628,20.343399168399166,12.288149688149687,22.912474012474014,13.323284823284823,13.66554054054054,6.732848232848233,4.0279106029106035,18.281340956340955
21,1125,74.50750224618149,25.91731805929919,57.038746630727765,9.053459119496855,25.721046720575025,13.619407008086252,19.33115453728661,10.648809523809524,23.36592542677448,15.548539982030547,14.879222821203953,7.242924528301886,2.4766621743036836,19.467879604672056
22,1126,63.59893992932862,22.496223101500178,53.484141258119806,5.445303738812129,16.589598188781448,13.161189987516133,19.72233977275132,11.238473582869597,21.694282812466938,11.272211760225133,13.910454708956646,7.088074733924377,2.854880345316434,19.138317005564843
23,1127,63.595541401273884,22.121364304485326,53.42789853458643,6.206148946594807,18.68675114694223,13.146663845708431,19.06838225468799,10.629493118346621,23.30426261636453,10.882176740456995,13.808137722150462,6.361264531646698,3.2479956349383103,18.310476148055763
24,1128,66.09931113662456,21.775736701109835,49.46134711060084,7.401454267125909,20.387676999617298,15.14638346727899,21.437236892460774,10.620551090700344,21.905089934940683,12.340796019900498,14.371794871794872,6.301377726750861,2.615575966322235,19.343283582089555
25,1129,72.05627614221365,25.346675916988417,57.149674227799224,7.201737451737452,20.658160392535393,14.161186856499356,20.135627815315317,10.596786518661517,23.69094876126126,13.322403877091379,13.344393500643502,6.250874758687258,2.57296694015444,18.753931386743886
