,level_0,level_1,score,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf
0,1101,2014,70.6842105263158,22.86842105263158,49.40789473684211,5.921052631578947,15.013157894736842,19.026315789473685,25.578947368421055,7.776315789473684,20.855263157894736,10.671052631578949,14.776315789473685,7.657894736842105,1.7105263157894737,20.644736842105264
1,1101,2015,66.47619047619048,23.285714285714285,52.95238095238095,8.071428571428571,19.69047619047619,11.833333333333332,15.785714285714285,8.214285714285715,20.476190476190474,13.142857142857142,12.976190476190476,6.0476190476190474,1.119047619047619,20.5
2,1101,2016,71.94444444444446,24.27777777777778,53.94444444444444,6.861111111111111,18.52777777777778,16.52777777777778,22.916666666666664,8.25,23.083333333333336,13.13888888888889,13.333333333333332,7.138888888888889,2.4722222222222223,22.888888888888886
3,1101,2017,69.29166666666666,24.34375,52.49652777777778,7.232638888888889,18.89236111111111,13.371527777777779,20.1875,7.631944444444445,23.22222222222222,13.590277777777779,14.739583333333332,7.072916666666666,2.9340277777777777,22.100694444444443
4,1102,2003,58.6875,19.572916666666664,39.8125,8.09375,20.916666666666664,11.447916666666668,17.5625,4.135416666666667,17.135416666666664,13.489583333333334,11.385416666666668,6.135416666666666,1.9166666666666667,18.416666666666664
5,1102,2004,55.32575757575758,19.090909090909093,42.75,8.113636363636363,23.045454545454547,9.03030303030303,13.212121212121211,6.454545454545455,14.5,12.492424242424242,11.530303030303031,7.5606060606060606,2.106060606060606,17.439393939393938
6,1102,2005,60.55637254901961,21.24264705882353,48.02205882352941,8.96078431372549,24.892156862745097,9.110294117647058,12.531862745098039,7.578431372549019,15.071078431372548,13.473039215686274,10.144607843137255,8.57843137254902,1.715686274509804,16.86519607843137
7,1102,2006,61.5,21.53030303030303,46.27272727272727,7.901515151515152,21.613636363636363,10.537878787878787,14.378787878787879,6.984848484848484,16.71212121212121,13.143939393939394,11.56060606060606,8.06060606060606,1.7651515151515151,16.825757575757574
8,1102,2007,65.1590909090909,21.63068181818182,46.875,8.607954545454547,23.3125,13.289772727272727,17.5,6.079545454545455,19.31818181818182,14.107954545454545,10.352272727272727,6.142045454545455,1.3579545454545454,16.02840909090909
9,1102,2008,57.57142857142857,18.535714285714285,42.39285714285714,7.107142857142857,18.92857142857143,13.392857142857142,19.285714285714285,5.25,21.357142857142858,11.928571428571429,12.678571428571429,6.178571428571429,1.7857142857142856,17.17857142857143
10,1102,2009,61.038690476190474,20.357142857142858,44.39583333333333,6.782738095238095,16.901785714285715,13.541666666666668,19.860119047619047,7.532738095238095,21.702380952380953,12.857142857142858,13.574404761904763,5.705357142857142,2.2351190476190474,17.12202380952381
11,1102,2010,59.723214285714285,21.238095238095237,45.98511904761905,6.086309523809524,17.87797619047619,11.160714285714285,17.17857142857143,7.220238095238095,21.06547619047619,13.776785714285715,12.470238095238095,4.803571428571429,1.6279761904761905,17.148809523809526
12,1102,2011,64.25,22.42857142857143,47.85714285714286,6.678571428571429,17.75,12.714285714285715,18.142857142857142,5.857142857142857,22.42857142857143,15.428571428571427,11.928571428571429,6.214285714285714,2.5357142857142856,17.42857142857143
13,1102,2012,61.28693181818182,21.105113636363637,47.05681818181819,6.332386363636363,18.954545454545453,12.744318181818182,18.522727272727273,5.931818181818182,22.704545454545453,13.65340909090909,13.02840909090909,6.417613636363637,2.96875,16.701704545454547
14,1102,2013,68.48205128205129,24.223076923076924,51.805128205128206,8.294871794871796,21.89230769230769,11.74102564102564,16.18717948717949,6.815384615384616,22.04871794871795,15.369230769230768,11.964102564102564,6.143589743589744,1.6871794871794874,17.73076923076923
15,1102,2014,65.71111111111111,22.12222222222222,51.46111111111111,7.311111111111112,21.555555555555557,14.155555555555555,20.17222222222222,8.911111111111111,23.46666666666667,13.46111111111111,13.627777777777776,5.466666666666667,3.061111111111111,18.494444444444447
16,1102,2015,65.48774509803923,23.700980392156865,50.41421568627451,7.367647058823529,20.32843137254902,10.718137254901961,16.08578431372549,8.799019607843139,21.09313725490196,15.340686274509805,11.617647058823529,6.28921568627451,2.031862745098039,17.607843137254903
17,1102,2016,68.0,23.34722222222222,54.875,6.152777777777779,18.666666666666668,15.152777777777777,22.375,8.847222222222221,25.958333333333336,13.347222222222221,13.25,6.236111111111111,1.6805555555555556,19.11111111111111
18,1102,2017,73.78809523809524,24.69047619047619,56.13809523809523,8.266666666666666,21.433333333333334,16.14047619047619,22.271428571428572,9.542857142857144,26.15952380952381,15.16904761904762,12.330952380952382,5.43095238095238,1.8571428571428572,17.64047619047619
19,1103,2003,79.09890109890111,27.25,55.83516483516483,5.445054945054945,16.013736263736263,19.153846153846153,26.032967032967033,9.763736263736263,19.98076923076923,15.310439560439562,12.626373626373626,7.260989010989011,2.3159340659340657,19.873626373626372
20,1103,2004,71.95641025641025,24.861538461538462,53.128205128205124,6.176923076923077,16.9974358974359,16.056410256410256,24.830769230769228,11.26153846153846,22.4974358974359,15.176923076923076,14.653846153846153,7.4282051282051285,2.582051282051282,19.3
21,1103,2005,70.07222222222222,24.322222222222223,55.988888888888894,8.088888888888889,21.633333333333333,13.338888888888889,19.633333333333333,10.244444444444444,22.566666666666666,15.416666666666666,13.366666666666667,6.894444444444445,3.8,18.95
22,1103,2006,70.0952380952381,24.174603174603178,54.86507936507937,7.388888888888889,21.285714285714285,14.357142857142858,19.753968253968253,10.968253968253968,21.42857142857143,15.357142857142858,12.626984126984127,5.896825396825397,2.849206349206349,19.547619047619047
23,1103,2007,72.49714285714285,26.145714285714284,55.620000000000005,6.831428571428571,17.982857142857142,13.374285714285715,19.9,12.051428571428572,22.208571428571428,13.682857142857141,12.074285714285715,7.357142857142858,4.085714285714285,19.662857142857142
24,1103,2008,69.30869565217392,23.043478260869563,54.33478260869565,7.921739130434782,22.086956521739133,15.3,21.665217391304346,11.978260869565219,19.580434782608695,12.930434782608696,13.278260869565218,7.156521739130435,2.678260869565217,20.176086956521736
25,1103,2009,65.03030303030303,22.265151515151516,54.16666666666667,6.977272727272727,21.49621212121212,13.522727272727273,18.715909090909093,11.473484848484848,20.704545454545453,11.825757575757576,14.136363636363637,7.2727272727272725,2.2045454545454546,21.064393939393938
26,1103,2010,68.76086956521739,24.38695652173913,58.47391304347826,6.180434782608696,19.652173913043477,13.806521739130435,21.028260869565216,14.173913043478262,21.934782608695652,12.55,13.56304347826087,6.202173913043477,3.1021739130434782,20.393478260869564
27,1103,2011,68.34848484848484,24.208333333333336,57.61363636363636,7.890151515151516,22.553030303030305,12.041666666666668,17.12121212121212,10.234848484848484,23.49621212121212,13.818181818181818,12.098484848484848,6.113636363636363,3.2613636363636367,19.314393939393938
28,1103,2012,69.82034632034632,24.48701298701299,54.28787878787878,5.841991341991342,15.878787878787879,15.004329004329005,21.60606060606061,11.127705627705627,23.138528138528137,13.43939393939394,14.781385281385283,7.346320346320346,4.151515151515151,18.887445887445885
