,level_0,level_1,score,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf
0,1101,2014,72.5,24.333333333333336,50.5,7.0,17.166666666666664,16.833333333333332,21.333333333333336,7.166666666666666,20.333333333333336,13.0,16.333333333333336,8.833333333333334,1.1666666666666665,19.333333333333336
1,1101,2016,69.46666666666667,24.133333333333333,54.266666666666666,6.333333333333334,17.433333333333334,14.866666666666667,21.2,8.566666666666666,24.5,12.4,14.733333333333334,7.066666666666666,2.3666666666666667,24.96666666666667
2,1101,2017,75.16666666666666,27.816666666666666,55.81666666666666,7.916666666666667,18.683333333333334,11.616666666666667,18.383333333333333,7.566666666666666,22.933333333333334,16.166666666666668,13.75,7.566666666666666,2.7666666666666666,21.2
3,1102,2003,60.63333333333334,18.96666666666667,38.16666666666667,6.4,17.6,16.3,20.9,3.7333333333333334,17.6,11.666666666666668,11.5,6.433333333333334,1.2333333333333334,19.6
4,1102,2004,45.75,15.75,40.91666666666667,5.916666666666666,22.583333333333336,8.333333333333332,11.25,8.833333333333334,14.666666666666668,8.666666666666668,10.083333333333332,7.666666666666666,2.0,14.75
5,1102,2005,59.275,20.975,47.7,7.925,23.05,9.4,12.975,7.725,15.025,12.525,11.2,9.875,2.0,16.95
6,1102,2006,56.04761904761905,20.214285714285715,45.785714285714285,7.5476190476190474,22.142857142857142,8.071428571428571,11.880952380952381,6.571428571428571,15.238095238095237,11.857142857142858,10.547619047619047,7.142857142857142,1.8571428571428572,15.095238095238095
7,1102,2007,61.5,19.666666666666664,46.0,7.833333333333334,22.5,14.333333333333332,20.666666666666668,6.333333333333333,21.0,12.666666666666668,11.666666666666668,6.0,0.8333333333333333,18.0
8,1102,2008,54.375,18.25,44.375,6.5,19.875,11.375,16.875,5.125,20.25,10.0,11.25,7.625,1.5,17.625
9,1102,2009,62.64285714285714,21.642857142857142,42.0,5.928571428571429,17.0,13.428571428571429,18.57142857142857,4.0,18.857142857142858,11.785714285714285,11.642857142857142,5.714285714285714,3.357142857142857,18.0
10,1102,2011,62.20833333333333,22.583333333333336,48.70833333333333,8.25,21.208333333333336,8.791666666666668,13.458333333333332,5.708333333333334,23.583333333333336,16.083333333333332,12.0,5.583333333333334,2.7916666666666665,18.916666666666664
11,1102,2012,59.15,19.325,45.75,6.275,17.95,14.225,19.625,4.85,21.825,11.6,11.275,7.425,2.875,15.6
12,1102,2013,76.625,27.25,55.0,11.125,26.375,11.0,15.375,5.75,19.75,19.0,9.125,6.625,1.75,18.25
13,1102,2014,66.25,21.85,50.2,7.2,20.35,15.35,23.6,9.1,24.0,13.1,12.9,4.1,2.8,20.0
14,1102,2015,66.75,23.625,51.0,8.125,21.25,11.375,17.125,6.75,22.75,16.5,10.625,6.25,2.875,16.375
15,1102,2016,71.0,23.75,53.45833333333333,6.666666666666666,19.416666666666664,16.833333333333336,23.916666666666664,8.25,28.083333333333336,14.416666666666668,13.0,4.583333333333334,1.2916666666666665,18.416666666666664
16,1102,2017,75.83333333333334,27.333333333333336,59.58333333333333,7.5,19.75,13.666666666666666,20.583333333333336,9.583333333333332,25.833333333333336,14.5,11.416666666666668,6.0,2.1666666666666665,15.25
17,1103,2003,79.16666666666667,26.833333333333336,55.75,5.75,15.916666666666666,19.75,28.0,11.0,19.583333333333332,15.416666666666668,12.75,6.166666666666667,2.0,18.75
18,1103,2004,67.25,24.125,56.625,6.125,19.0,12.875,20.375,13.875,20.625,14.0,13.75,7.25,2.75,18.375
19,1103,2005,73.5,26.0,56.0,8.0,19.333333333333336,13.5,20.5,10.5,20.5,16.666666666666668,15.166666666666668,6.833333333333334,3.666666666666667,19.0
20,1103,2006,66.625,23.0,52.125,5.75,18.0,14.875,20.5,11.375,20.0,14.0,13.0,7.375,3.625,18.375
21,1103,2007,63.58333333333333,23.333333333333336,53.25,5.333333333333333,16.5,11.583333333333332,17.0,12.083333333333334,21.333333333333336,9.5,12.25,6.583333333333333,3.25,19.416666666666664
22,1103,2008,64.8,21.85,51.983333333333334,6.433333333333334,20.03333333333333,14.666666666666668,21.2,11.483333333333334,19.133333333333333,12.05,13.3,6.65,2.5,19.483333333333334
