,index,score,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf
0,1101,72.65,25.616666666666667,53.650000000000006,7.466666666666667,18.28333333333333,13.95,20.0,7.883333333333333,22.816666666666666,14.066666666666666,14.8,7.233333333333333,2.3666666666666667,22.45
1,1102,62.050600343053176,21.165694682675813,47.44802744425386,7.392281303602058,20.686277873070324,12.326929674099485,17.602744425385936,6.518353344768439,20.557975986277874,13.141852487135505,11.456946826758148,6.393653516295026,2.0703259005145798,17.315265866209263
2,1103,68.49760765550239,23.773125996810208,55.67424242424242,7.043261562998405,20.677232854864435,13.908094098883574,20.69896331738437,11.94078947368421,21.74182615629984,12.76116427432217,13.163078149920256,6.444776714513557,3.254385964912281,19.12938596491228
3,1104,67.48730158730159,23.624603174603173,54.484920634920634,6.06984126984127,17.70952380952381,14.168253968253968,19.95952380952381,11.42142857142857,23.72936507936508,11.297619047619047,13.36984126984127,6.465873015873016,4.376190476190477,17.95873015873016
4,1105,67.41933191186922,23.327825159914713,57.7364960909737,6.165067519545131,19.10856432125089,14.59861407249467,22.53091684434968,12.938166311300641,24.639125799573563,12.169864960909738,15.051705756929639,7.3976545842217485,3.802594171997157,19.296197583511017
5,1106,65.19032395566921,22.38118073316283,54.751065643648765,5.768115942028985,18.132246376811594,14.659846547314578,22.630434782608695,12.674658994032395,23.210038363171357,11.023976982097187,14.695971867007673,6.42540494458653,3.3284313725490198,19.195545609548166
6,1107,65.1686507936508,23.033730158730158,53.58928571428571,5.844246031746032,16.88095238095238,13.256944444444445,18.40277777777778,11.267857142857142,23.44345238095238,11.409722222222221,13.846230158730158,5.549603174603175,2.428571428571429,17.85615079365079
7,1108,66.04964285714286,23.411785714285713,54.50714285714285,5.414285714285715,15.97107142857143,13.811785714285715,21.275714285714287,10.397857142857143,23.553214285714287,10.731785714285714,15.741071428571429,6.656428571428572,3.1532142857142857,19.559642857142858
8,1110,63.088100686498855,22.373379099923724,51.02669717772693,6.519832189168573,18.25705568268497,11.821510297482838,17.441266209000762,8.918382913806255,23.52326468344775,12.845537757437071,13.036613272311213,5.255148741418765,2.525934401220442,17.42105263157895
9,1111,71.83544137022398,24.87615283267457,56.596442687747036,7.302766798418972,20.136495388669303,14.780368906455863,21.478524374176548,11.78076416337286,24.48748353096179,12.399472990777339,15.119894598155469,6.606192358366272,3.496969696969697,19.18194993412385
10,1112,70.27385243931747,24.72110069694785,57.254025474645516,5.685412160538332,16.634583032924777,15.146238884883442,21.049627493391014,11.825402547464552,23.744532564287432,12.968517183369382,12.916366258111031,5.897981254506128,3.394616678683009,17.538692621965872
11,1113,68.65479390681003,24.0956541218638,54.911738351254485,6.658826164874552,19.463709677419352,13.804659498207885,20.35282258064516,11.053315412186379,23.189068100358426,13.77105734767025,12.818324372759857,5.518593189964157,3.4124103942652333,18.06877240143369
12,1114,68.03346774193548,23.024193548387096,53.99354838709678,5.9322580645161285,16.13225806451613,16.05282258064516,23.15483870967742,11.147983870967742,23.707056451612903,11.562298387096774,13.628629032258065,6.05866935483871,3.403225806451613,20.217741935483872
13,1115,63.051624964049466,22.442191544434856,53.59246476847858,5.108283002588438,16.382369859073915,13.058958872591315,20.49338510209951,11.304716709807305,23.74978429680759,11.696577509347138,15.471383376473971,7.588725913143515,3.8018406672418754,20.054069600230086
14,1116,70.9688679245283,25.064308176100628,58.24606918238993,6.14874213836478,17.932704402515725,14.691509433962263,21.41635220125786,11.55550314465409,22.70377358490566,13.137421383647798,12.72374213836478,7.1515723270440255,4.740566037735849,19.800471698113206
15,1117,69.85284118504129,24.376153472559494,55.85976202039825,6.14108790675085,17.338149587178243,14.959446333171442,22.079650315687225,11.482030111704711,24.367411364740164,11.818115590092278,13.503278290432249,5.674356483729966,3.1529868868382707,18.595191840699368
16,1119,65.82822966507177,23.246092503987242,53.896331738437,6.937001594896332,19.375757575757575,12.399043062200956,18.10079744816587,9.678309409888357,23.834609250398724,13.396012759170652,14.76634768740032,6.560765550239235,2.672567783094099,19.25964912280702
17,1120,69.16288916562888,24.05840597758406,55.7453300124533,7.312204234122042,21.30610211706102,13.73387297633873,20.899626400996265,11.183810709838106,22.73437110834371,12.616562889165628,13.747571606475717,7.414570361145703,4.0433374844333745,19.303362391033623
18,1122,73.43006809848089,25.224812292648856,56.07438449449974,6.381176881438799,18.056486816832546,16.59926663174437,24.086170770036667,11.499301554042255,22.502095337873232,13.253361271171642,13.80286362842675,7.0086432687270825,3.236423956696351,18.369041382922994
19,1123,66.24168236032642,22.73770663318686,53.66352793471438,6.120631931366395,17.641661435446746,14.645637162586315,21.5894538606403,11.086629001883239,24.146892655367232,11.751830926972168,13.243774848294622,5.761560996024272,2.646055660179954,19.747122829043732
20,1124,68.66464285714285,24.033214285714287,55.11785714285715,6.926428571428572,19.310000000000002,13.671785714285715,19.571785714285713,12.387857142857143,23.00785714285714,12.273214285714285,13.490357142857142,6.058928571428572,3.7978571428571426,18.325
21,1125,73.39214919144496,25.36358894105373,56.50013041210224,8.45057381324987,25.39280125195618,14.214397496087637,20.786645800730305,10.359937402190923,22.916666666666664,14.603677621283255,14.726656233698487,7.1444966092853415,2.1637976004173187,19.662884715701615
22,1126,64.39761904761905,22.86309523809524,53.22619047619048,5.679761904761905,16.670238095238094,12.991666666666667,19.392857142857142,11.241666666666667,22.175,11.279761904761905,14.401190476190475,7.045238095238095,2.822619047619048,19.45952380952381
23,1127,65.20748299319727,23.14625850340136,53.995052566481135,6.58426097711812,19.09817563388992,12.330705009276437,18.00865800865801,10.478200371057515,23.245052566481135,10.960884353741497,13.358379715522574,6.192949907235621,3.438157081014224,18.58982683982684
24,1128,64.12727272727273,21.778787878787877,46.266666666666666,7.303030303030303,18.687878787878788,13.266666666666666,18.636363636363637,7.418181818181818,21.28787878787879,12.618181818181817,13.487878787878788,5.166666666666666,3.1484848484848484,17.578787878787878
25,1129,71.83058823529412,25.379803921568627,58.14205882352941,7.2238235294117645,21.041470588235292,13.847156862745098,19.854607843137256,10.997450980392156,23.767941176470586,13.343333333333334,13.551960784313724,6.29078431372549,2.520196078431373,18.635098039215684
26,1130,69.57792207792208,24.316738816738816,54.63997113997114,6.55988455988456,18.50865800865801,14.384559884559884,20.218614718614717,10.896825396825397,22.404761904761905,14.174603174603174,12.738816738816737,5.644300144300145,3.3636363636363633,17.24963924963925
27,1131,66.01153846153846,22.784065934065936,54.47307692307692,6.85,20.417582417582416,13.593406593406595,19.621428571428574,10.504945054945054,23.9,12.09010989010989,13.043406593406594,6.1521978021978025,3.0428571428571427,18.7021978021978
