,Season,team,number,win_game,rate,win_get_score,lose_get_score,lose_lose_score,win_lose_score,score
0,2003,1102,28,12,0.42857142857142855,68.75,48.625,53.166666666666664,59.875,57.25
1,2003,1103,27,13,0.48148148148148145,87.76923076923077,70.42857142857143,78.38461538461539,77.92857142857143,78.77777777777777
2,2003,1104,28,17,0.6071428571428571,74.70588235294117,60.90909090909091,61.529411764705884,70.36363636363636,69.28571428571429
3,2003,1105,26,7,0.2692307692307692,79.42857142857143,68.94736842105263,66.42857142857143,80.42105263157895,71.76923076923077
4,2003,1106,28,13,0.4642857142857143,68.3076923076923,59.53333333333333,57.92307692307692,68.8,63.607142857142854
5,2003,1107,28,7,0.25,70.28571428571429,64.47619047619048,65.57142857142857,79.0952380952381,65.92857142857143
6,2003,1108,33,14,0.42424242424242425,75.0,64.73684210526316,65.71428571428571,78.57894736842105,69.0909090909091
7,2003,1110,30,16,0.5333333333333333,71.6875,60.285714285714285,57.125,67.35714285714286,66.36666666666666
8,2003,1111,26,16,0.6153846153846154,88.125,75.5,75.5625,91.6,83.26923076923077
9,2003,1112,28,25,0.8928571428571429,86.2,77.0,68.92,81.33333333333333,85.21428571428571
10,2003,1113,29,18,0.6206896551724138,80.72222222222223,68.18181818181819,63.333333333333336,78.72727272727273,75.96551724137932
11,2003,1114,28,16,0.5714285714285714,71.875,67.58333333333333,62.875,79.66666666666667,70.03571428571429
12,2003,1115,28,4,0.14285714285714285,65.0,52.75,60.25,76.5,54.5
13,2003,1116,28,9,0.32142857142857145,71.44444444444444,57.0,57.55555555555556,70.78947368421052,61.642857142857146
14,2003,1117,26,11,0.4230769230769231,80.27272727272727,64.4,63.90909090909091,74.13333333333334,71.11538461538461
15,2003,1119,25,3,0.12,69.66666666666667,51.5,66.33333333333333,67.63636363636364,53.68
16,2003,1120,30,19,0.6333333333333333,75.89473684210526,60.09090909090909,59.73684210526316,75.63636363636364,70.1
17,2003,1122,27,20,0.7407407407407407,72.45,61.857142857142854,64.6,76.57142857142857,69.70370370370371
18,2003,1123,30,13,0.43333333333333335,81.0,67.41176470588235,70.46153846153847,80.29411764705883,73.3
19,2003,1124,28,14,0.5,76.42857142857143,61.57142857142857,61.357142857142854,75.42857142857143,69.0
20,2003,1125,28,16,0.5714285714285714,76.0625,67.66666666666667,64.6875,78.75,72.46428571428571
21,2003,1126,30,8,0.26666666666666666,73.5,61.5,65.375,75.63636363636364,64.7
22,2003,1127,27,14,0.5185185185185185,71.64285714285714,61.07692307692308,58.785714285714285,74.15384615384616,66.55555555555556
23,2003,1128,26,17,0.6538461538461539,72.11764705882354,59.77777777777778,62.23529411764706,69.33333333333333,67.84615384615384
24,2003,1129,28,12,0.42857142857142855,71.08333333333333,62.0,63.166666666666664,69.75,65.89285714285714
25,2003,1130,29,18,0.6206896551724138,84.72222222222223,71.36363636363636,72.38888888888889,82.81818181818181,79.65517241379311
26,2003,1131,30,20,0.6666666666666666,72.5,59.3,60.1,69.6,68.1
27,2003,1132,27,11,0.4074074074074074,71.63636363636364,62.9375,64.9090909090909,74.5625,66.48148148148148
28,2003,1133,29,11,0.3793103448275862,79.54545454545455,67.88888888888889,66.0909090909091,76.22222222222223,72.3103448275862
29,2003,1135,28,17,0.6071428571428571,80.88235294117646,63.27272727272727,70.05882352941177,75.18181818181819,73.96428571428571
30,2003,1137,28,13,0.4642857142857143,61.53846153846154,54.333333333333336,50.23076923076923,67.2,57.67857142857143
31,2003,1138,28,5,0.17857142857142858,75.2,62.56521739130435,59.4,75.0,64.82142857142857
32,2003,1139,29,24,0.8275862068965517,69.625,63.6,58.125,74.4,68.58620689655173
